Player,Team,Player_Strength,Total_Rounds_Played
B1ack,Titan Esports Club,51.59,610.0
Supp,FAWZ Purple,51.57,634.0
Fawzi,TOYO eSports,51.46,45.0
FrancyBald,LONETEAM,51.37,889.0
Gais,FUT Esports,51.34,70.0
LORDPEN,Team Elzira,51.28,21.0
knives,Mix Wawitas,51.26,59.0
POPPIN,Mix Wawitas,51.04,59.0
LoNe1y,Niflheimr,50.72,79.0
Ruka,Team CombatBaby,50.65,50.0
V1ncy,Daojiang Husky,50.11,40.0
Kyze,The Krows,50.05,75.0
JeqeBRRRRR,KAMK.GG,49.92,214.0
Akira,Royal Legion,49.78,201.0
vapen,Shopify Rebellion Black,49.75,185.0
nsh0o,USM Esports,49.51,132.0
ghost no balde,TBS Academy,49.45,170.0
bnj,DEXTERITY,49.42,35.0
Dolar,GMBLERS Esports,49.38,947.0
Bansen,Divinity,49.32,154.0
TonyTrixter,Team beejaayyy,49.27,13.0
hacker,Orangutan,48.93,692.0
GUGLi,Cloud9,48.85,87.0
rbx,Usepticals,48.78,42.0
失败总是贯彻人生始终,HKUF,48.73,41.0
Eztevan,UC Esports,48.72,34.0
ROTTAKUNINGAS,Möyhentäjät,48.7,231.0
羊了個揚,理科純情男高,48.68,39.0
Coldan,Team Coldan,48.64,78.0
KaiSeN,HKUF,48.52,41.0
eeiufan,Seulgi Fanclub,48.39,596.0
marqnue,BBL Esports,48.27,1231.0
Liper,UC Esports,48.19,34.0
TWEEZY,wombat123,48.12,142.0
LTZ,Usepticals,48.05,79.0
delorean,Unknown Killers E-sport,47.8,109.0
FNSIR,Runaway,47.75,39.0
Whey 100,Möyhentäjät,47.73,165.0
Falxon,Fishing Rods,47.63,206.0
Dttoツ,來送幸福的,47.43,34.0
Minnesota,Quantum Void,47.27,39.0
Crook,Funhavers,47.26,74.0
103,理科純情男高,47.16,39.0
EBEUS,QUANTICO,46.96,68.0
Renna,F4TALITY,46.71,56.0
Jerskuuu,Ahlman Esports,46.37,199.0
ahk,BITEKI,46.08,40.0
hdx,理科純情男高,46.01,39.0
Cece,Lucia Rankers,45.67,357.0
YuRiHaNa,DRX Changers,45.5,37.0
SirClay,Worst Generation,45.29,748.0
ZE1SH,Karmine Corp,44.97,453.0
Gorilla,KOI,44.92,652.0
Vatsal,Global Esports,44.72,99.0
ExplodedN1KK3,Möyhentäjät,44.65,231.0
stkJ,LOUD,44.46,80.0
Whisk,TOS Starlight,44.44,633.0
bento,來送幸福的,44.37,34.0
命运不配做我的对手,姊姊壞了我好愛,43.95,56.0
FATZHAI,INHS Yining,43.95,32.0
k0iMJ,Primordials,43.94,117.0
West,SHIFT,43.45,272.0
AndrexLex,Kingdom One,43.42,29.0
JJJJJJ,Mix Wawitas,43.1,59.0
victorsoN,Pixel Lumina,42.75,251.0
h3nsem,IGNITE,42.29,113.0
Yii,TUMT Orcinus,41.74,72.0
Smez,Runaway,41.74,98.0
Lotusflower,KAMK.GG,41.67,152.0
Zeke,Blue Otter,41.3,2003.0
elemeNt,Team Valiant,41.26,174.0
Mat,MixChi,41.25,50.0
nyx,Primordials,41.14,117.0
Kaikyo,Primordials,40.85,117.0
IAX SRO,ATF Electric,40.84,36.0
McJuankar,Gentle Mates,40.57,101.0
Tato,TBK Esports,39.85,42.0
Rotibak4r,Team Rotib4kar,39.43,20.0
MMMiky,ESC Gaming,38.97,31.0
Chiamare,Primordials,38.87,117.0
ViqZo,CICADAS Gaming,38.7,108.0
吧噗的狗汪汪,你媽買菜必漲價,38.63,30.0
Κlαytöη,The Krows,38.57,14.0
MOMO,來送幸福的,37.96,34.0
ＩニＩ,Ahlman Esports,37.8,161.0
Liovin,Team Cece,37.61,19.0
NCK,Quantum Void,36.9,39.0
Curvezy,Randoms,36.52,35.0
DWangC,Kingdom One,36.45,29.0
Micera,Team Micera,36.42,18.0
Infamous,RTZN,35.92,704.0
SilenC3r,Instinct Skills,35.47,37.0
wowza,Sho,35.29,41.0
Sharpy,Funhavers,35.27,32.0
Sopa,Instinct Skills,35.02,37.0
ChysT,UC Esports,34.97,54.0
LemonAid,InC Frost,34.86,89.0
zenzii1x,DEXTERITY,34.65,35.0
Kny,ALTERNATE aTTaX,34.4,119.0
Shiki,Team Jeicchu,34.36,13.0
Yiyee,Trace Esports,34.19,115.0
Mommy lssuess#,Ahlman Esports,33.95,221.0
BengYan,Jester Circus,33.9,39.0
bajan,Team Kira,33.63,22.0
Kazera,RIOS REXON,33.57,71.0
天安門第一坦克手,你媽買菜必漲價,33.3,30.0
Immi,Cloud9,33.29,64.0
Brio,Axolotl,33.05,36.0
Someyomguy,TOS Gaming,32.98,74.0
我期待的不是雪而是有你的冬天,你媽買菜必漲價,32.84,30.0
yanxinng,Team yanxinng,32.68,41.0
Jeicchu,Team Jeicchu,32.59,13.0
krys,Team JoshF,31.28,24.0
iLka,NOVO Esports,31.08,65.0
ckuma,Chaos Alliance,31.01,123.0
draseK,Star Music,30.9,33.0
s4dboyyy,Sho,30.74,41.0
Fizzy,Prism Esports,30.39,70.0
Kawa,Fancy United Esports,30.2,108.0
Behappy,ZFE,29.91,35.0
Khimber,Möyhentäjät,29.91,87.0
Saintzlayer,E-Xolos LAZER,29.29,37.0
simoz,DNSTY,28.34,120.0
1hp,Ambitious Legend Gaming GC,28.07,169.0
Malix,Berzerkers,27.59,17.0
Hansel,Möyhentäjät,27.52,126.0
Royal,TBS Academy,27.34,33.0
Leaf,FULL SENSE,26.14,20.0
PuzzDn,吳恩熙瓜汁,25.96,28.0
SMoMoツ,momo親子台,25.95,32.0
CosmicFlow,ATF Electric,25.75,36.0
Lone1y,吳恩熙瓜汁,24.73,28.0
Kapio,CGN Esports,24.19,65.0
licho6al,ATF Electric,24.14,36.0
IceFeaTheR,你媽買菜必漲價,24.09,30.0
asavx,Kingdom One,22.4,29.0
EAA,ATF Electric,22.1,50.0
제리zzzz,Stacked Like Pancakes,22.09,41.0
XUAN,吳恩熙瓜汁,21.36,28.0
Seulgi,Seulgi Fanclub,18.71,69.0
RMoMoツ,momo親子台,18.65,32.0
CocaCola,The Krows,18.57,14.0
lucokkj,DEXTERITY,17.03,35.0
noaa,Primordials,16.87,49.0
Shintaroux,Team Jeicchu,16.75,13.0
CMoMoツ,momo親子台,15.54,32.0
Mynx,Kingdom One,14.35,29.0
William,The Krows,13.1,14.0
以为我挽留你结局就会改变,MYDunWaaAChu,12.86,32.0
Milktea,ZFE,12.59,35.0
QUQUQUQUQ,你媽買菜必漲價,10.7,30.0
吳恩希,吳恩熙瓜汁,10.49,28.0
faithz0r,2Game Esports,10.4,22.0
John weak,MYDunWaaAChu,10.08,32.0
Calamari,Team Jeicchu,8.2,13.0
魔法貓咪,MYDunWaaAChu,7.13,32.0
Kam1kaze,Onyx Ravens,6.32,20.0
gshuzin,Star Music,4.02,33.0
Summa,Team beejaayyy,3.16,13.0
明日花,TWA,0.0,99.0
B1SK,ZY Gaming,0.0,7796.0
Bubbles,Unjustified,0.0,3982.0
Wen,F5 Esports,0.0,1846.0
Citrus,F5 Esports,0.0,297.0
kammy,Falke Esports,0.0,49.0
foxy,Fancy United Esports,0.0,236.0
tok1o,Fancy United Esports,0.0,297.0
dummy,Team Secret,0.0,226.0
phonics,Stellae Gaming,0.0,20.0
colby,Wadadaa,0.0,1502.0
jasmin,Wadadaa,0.0,335.0
peRO,DFM Academy,0.0,29.0
Avxrsive,F5 Esports,0.0,797.0
aikz,Unjustified,0.0,1170.0
Corsa,Solana,0.0,1078.0
rain,Awaken Militia,0.0,2182.0
Reddot,Wadadaa,0.0,3369.0
wezzy,Digital Athletics,0.0,1486.0
maestr0,Orquestra Do Maestro,0.0,2863.0
X1ao3oヅ,吳恩熙瓜汁,-0.43,28.0
chaosying,Team beejaayyy,-1.67,13.0
einzuri,Team Micera,-2.11,18.0
beejay,Team beejaayyy,-3.7,13.0
Shooter K1ng,The Krows,-4.52,14.0
RelaxedPotato,Scarlet Knights,-15.92,0.0
Xelsky,Joblife,-15.92,0.0
V1yA,Wolves Esports,-15.92,0.0
napz,Team Liquid Brazil,-15.92,0.0
Shion7,Dragon Ranger Gaming,-15.92,0.0
Daykiry,LEVIATÁN,-15.92,0.0
Dingwei,Dragon Ranger Gaming,-15.92,0.0
Eno,Next Gen,-15.92,0.0
P0L0,Prism Esports,-15.92,0.0
Ezeir,Nova Esports,-15.92,0.0
CB,Nova Esports,-15.92,0.0
GuanG,Nova Esports,-15.92,0.0
shoushi,REVE RISE MAX,-15.92,0.0
Z1yan,JDG Esports,-15.92,0.0
kreamer,ZETA DIVISION Academy,-15.92,0.0
Jonsyp,Eternal Fire,-15.92,0.0
slowly,TYLOO,-15.92,0.0
5CM,TYLOO,-15.92,0.0
Juv3nile,Global Esports,-15.92,0.0
K1ra,All Gamers,-15.92,0.0
Lsn,All Gamers,-15.92,0.0
bail,Bilibili Gaming,-15.92,0.0
Shriek,TeamOrangeGaming,-15.92,0.0
Koyo,Papara SuperMassive,-15.92,0.0
SilKanoN,Nongshim RedForce,-15.92,0.0
